movieId,imdbId,posterURL,title,releaseYear,directorId,runtime,overview,criticScore,boxOffice
7037,0103030,"https://m.media-amazon.com/images/M/MV5BOTczMmFlNTktNmRhNC00YTJjLWI1YTktYzUxZDFhOWRmMzY5XkEyXkFqcGc@._V1_QL75_UY281_CR5,0,190,281_.jpg",High Heels (Tacones lejanos),1991,404,112,A singer returns after 15 years abroad to perform in Madrid and finds her 27 y.o. daughter married to one of her mom's ex-lovers.,7,1710876
7038,0210358,"https://m.media-amazon.com/images/M/MV5BNDNlZTM1NTMtZjc3MS00YjUxLTk1ZTgtOGEyMDNlNzE3NzFkXkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Things You Can Tell Just by Looking at Her,2000,2024,109,Five California women struggle with personal problems as their own paths unwind in unexpected ways.,6.4,1433668
7040,0090180,"https://m.media-amazon.com/images/M/MV5BYjk1ODQ4NTgtNjAyZi00NjMyLTg4MzktOWQ3YTU3N2MxMTdlXkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg",To Live and Die in L.A.,1985,110,116,A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.,7.3,17311746
7041,0111477,"https://m.media-amazon.com/images/M/MV5BNTQ2ODEzNDktOTdhMy00NTdhLTljYmUtNTM0MmIzNWRhZGZjXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Trapped in Paradise,1994,1440,111,Residents of a friendly Pennsylvania town foil three brothers' plan to rob a bank on Christmas Eve.,5.9,6017509
7044,0100935,"https://m.media-amazon.com/images/M/MV5BMmUyNjMzMjEtMGFkNy00MDA1LWI0NGEtMDY5OGU1N2NmNDg1XkEyXkFqcGc@._V1_QL75_UX190_CR0,4,190,281_.jpg",Wild at Heart,1990,728,125,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.,7.2,14578397
7045,0100944,"https://m.media-amazon.com/images/M/MV5BMjI1MDg5NzAyMV5BMl5BanBnXkFtZTgwNzU5Mzk4NjE@._V1_QL75_UX190_CR0,4,190,281_.jpg","Witches, The",1990,713,91,"A young boy stumbles onto a witch convention and must stop them, even after he has been turned into a mouse.",6.8,10363364
7046,0094332,"https://m.media-amazon.com/images/M/MV5BNzg1OTUzZDktODc3My00NjZlLTgxMTYtOGVhMTQ2ZWRjNzQ4XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg","Witches of Eastwick, The",1987,408,118,"Three single women in a picturesque village have their wishes granted, at a cost, when a mysterious and flamboyant man arrives in their lives.",6.5,63766510
7047,0090350,"https://m.media-amazon.com/images/M/MV5BOWY1MzE0MjMtM2VlYS00Njk5LWE2ZGYtZDQ0ZjM3ODUzM2ZjXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Year of the Dragon,1985,657,134,A police detective cracks down on organized crime in Chinatown after the murders of Triad and Mafia leaders.,6.8,18707466
7048,0119807,"https://m.media-amazon.com/images/M/MV5BOWQ2NmNlYjEtOGViNC00MzA0LTgzMjQtMzU2ZTgwMDJkZDU5XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Nothing to Lose,1997,19,98,"Nick's wife's in bed with his boss. He later gets a gun to his head by a carjacker but steps on the gas pedal. They end up friends after adventures together - holdups, burglary, reckless driving, revenge etc. Twists follow.",6.7,44480039
7049,0024025,"https://m.media-amazon.com/images/M/MV5BYmI1ZWYwMTUtZmVkMy00ZDE3LWFhZDYtYmQyNWM2MmQxZTM2XkEyXkFqcGc@._V1_QL75_UX190_CR0,6,190,281_.jpg",Flying Down to Rio,1933,2025,89,A bandleader woos a Latin flame who is already engaged to his employer.,6.6,
7050,0027630,"https://m.media-amazon.com/images/M/MV5BZjk1Y2NmZDQtNmE3ZC00N2MxLWI0MmItNGI4NWZjYzdkZDkzXkEyXkFqcGc@._V1_QL75_UX190_CR0,6,190,281_.jpg",Follow the Fleet,1936,534,110,A Navy sailor tries to rekindle a romance with the woman he loves while on liberty in San Francisco.,7.1,
7051,0059903,"https://m.media-amazon.com/images/M/MV5BOWFmMjkwNDQtZjI3My00YmQ0LWFiOTktM2ViNTVlZTBhNWI0XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg","What's New, Pussycat",1965,2026,108,A playboy who refuses to give up his hedonistic lifestyle to settle down and marry his true love seeks help from a demented psychoanalyst who is having romantic problems of his own.,6.1,
7052,0027948,"https://m.media-amazon.com/images/M/MV5BZGQzYjM2MTktMDIwNi00NzQ5LTk5YWQtMGVjZjU0YmU5NjJmXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Mary of Scotland,1936,649,123,The recently widowed Mary Stuart returns to Scotland to reclaim her throne but is opposed by her half-brother and her own Scottish lords.,6.3,
7053,0026942,"https://m.media-amazon.com/images/M/MV5BNWU3N2MxNDEtNjI1ZS00NDgxLTg5OTgtMzlhYTZmOWU5MmJlXkEyXkFqcGc@._V1_QL75_UX190_CR0,5,190,281_.jpg",Roberta,1935,2027,106,An American jazzman and his buddy woo a Russian princess and a fake countess in Paris.,7,2493
7054,0041594,"https://m.media-amazon.com/images/M/MV5BNTQzNjJkZmItYTE4Zi00NDI1LWI4MGMtZDA4NTdmZTUyYjYwXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Little Women,1949,1182,122,The four daughters of a New England family fight for happiness during and after the Civil War.,7.2,12905600
7055,0028333,"https://m.media-amazon.com/images/M/MV5BZjNhOTEwZGItNTU4MS00ZDAzLWJhMWYtNzkwNjQ0Yjg4YTg5XkEyXkFqcGc@._V1_QL75_UX190_CR0,5,190,281_.jpg",Swing Time,1936,548,103,"Roguish gambler/dancer ""Lucky"" Garnett is challenged by his fiance's father to come up with $25,000 to prove he's worthy of her hand. But after he falls in love with a dance instructor, Lucky'll do anything to keep from earning the bucks.",7.5,6317
7056,0022286,"https://m.media-amazon.com/images/M/MV5BYThlZDRjZjYtN2FmZS00NTQxLThlY2QtY2I0MGM5OWY1OWYxXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg","Public Enemy, The",1931,1236,83,An Irish-American street punk tries to make it big in the world of organized crime.,7.6,1214260
7057,0026714,"https://m.media-amazon.com/images/M/MV5BZjVkZjg1MjItNmRjNS00NWE4LWJlMGEtYTczMTU5ZWJiYmZmXkEyXkFqcGc@._V1_QL75_UX190_CR0,8,190,281_.jpg","Midsummer Night's Dream, A",1935,859,133,Two couples and a troupe of actors have an encounter with some mischievous fairies in the forest.,6.8,2616000
7058,0039566,"https://m.media-amazon.com/images/M/MV5BMmE1NDZmZjQtNzM5MC00ZWVjLWIwNWItMDY4YzM5ZDhmYTI2XkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Life with Father,1947,536,118,A straitlaced turn-of-the-century father presides over a family of boys and the mother who really rules the roost.,7.1,
7059,0037120,"https://m.media-amazon.com/images/M/MV5BNWY0MGFkMzItNjc5MS00ZjhmLThlY2UtMWRiNjkxZTJjNjA2XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",National Velvet,1944,1769,123,A jaded former jockey helps a young girl prepare a wild but gifted horse for England's Grand National Sweepstakes.,7.3,
7060,0070239,"https://m.media-amazon.com/images/M/MV5BMGVlYzg0YTgtNjM1NS00M2MzLTgyM2UtNjVjOThlNDllNjhiXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Jesus Christ Superstar,1973,238,106,"Film version of the musical stage play, presenting the last few weeks of Christ's life told in an anachronistic manner.",7.4,115531
7061,0031210,"https://m.media-amazon.com/images/M/MV5BYWI1ZGMzN2UtNGRiZS00MTllLTk3ODYtNmNiYzhhZGI1NjE0XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Dark Victory,1939,857,104,"A young socialite is diagnosed with an inoperable brain tumor, and must decide whether or not she'll meet her final days with dignity.",7.4,345
7062,0055798,"https://m.media-amazon.com/images/M/MV5BMTc4NDc3MjIyMV5BMl5BanBnXkFtZTcwMTEyNDcyNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Birdman of Alcatraz,1962,519,147,A surly convicted murderer held in permanent isolation redeems himself when he becomes a renowned bird expert.,7.8,
7063,0068182,"https://m.media-amazon.com/images/M/MV5BNGYyMDRhYTgtMjIzNy00OGQyLTk4MTEtZTM2ODlmNjc0NTlhXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg","Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",1972,1183,95,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",7.8,37794
7064,0038348,"https://m.media-amazon.com/images/M/MV5BZWJjZDNjMTMtYzJlYy00MDFhLWE0ZWQtYmNkYTQ0NmQzNDU4XkEyXkFqcGc@._V1_QL75_UY281_CR9,0,190,281_.jpg",Beauty and the Beast (La belle et la bête),1946,2028,93,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.",7.9,298718
7065,0004972,"https://m.media-amazon.com/images/M/MV5BMzg3ZDMxMzUtNTQyNi00MzdiLTg5ZmUtZmJkODcwN2Y1NGMyXkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg","Birth of a Nation, The",1915,2029,195,"The Stoneman family finds its friendship with the Camerons affected by the Civil War, both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan.",6.1,
7067,0059229,"https://m.media-amazon.com/images/M/MV5BN2VjNzQ4MmMtNzRmMC00MzhlLWJjZjEtOGEyY2NkMDc5YTg1XkEyXkFqcGc@._V1_QL75_UY281_CR5,0,190,281_.jpg",Juliet of the Spirits (Giulietta degli spiriti),1965,489,137,"Visions, memories, and mysticism all help a 40-something woman to find the strength to leave her cheating husband.",7.4,8734
7069,0067372,"https://m.media-amazon.com/images/M/MV5BZTk2ZmEwNmYtNmY0Ny00NzAwLWI3OTEtMzkwNTZlZGJhM2Y5XkEyXkFqcGc@._V1_QL75_UX190_CR0,5,190,281_.jpg","Macbeth (a.k.a. Tragedy of Macbeth, The)",1971,190,140,A ruthlessly ambitious Scottish lord seizes the throne with the help of his scheming wife and a trio of witches.,7.4,
7070,0040724,"https://m.media-amazon.com/images/M/MV5BMTM2NDA3NTQ2OF5BMl5BanBnXkFtZTcwODUzNzU2NA@@._V1_QL75_UY281_CR1,0,190,281_.jpg",Red River,1948,552,133,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.",7.7,14462
7071,0072417,"https://m.media-amazon.com/images/M/MV5BODk2MWJmN2MtYmVhMi00MjZjLTlhZTMtMmM2ZWRjZDc2ZjQ2XkEyXkFqcGc@._V1_QL75_UX190_CR0,4,190,281_.jpg","Woman Under the Influence, A",1974,1248,155,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.",8,25601
7072,0031971,"https://m.media-amazon.com/images/M/MV5BZmQ5ZGIyMjYtMjczYy00N2EzLWE3ZjMtNmI4ZDc3MDVmOWEwXkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Stagecoach,1939,649,96,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,7.8,
7073,0058586,"https://m.media-amazon.com/images/M/MV5BNDE5Njk1NDQ5MF5BMl5BanBnXkFtZTcwNjAyMTMyNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Shot in the Dark, A",1964,532,102,Bumbling Inspector Jacques Clouseau falls in love with murder suspect Maria Gambrelli and tries to clear her name.,7.3,12368817
7074,0015163,"https://m.media-amazon.com/images/M/MV5BM2E4Y2E2MzItMzMyOS00OWM1LWIxMDAtZTk5N2UxOGY3OWIzXkEyXkFqcGc@._V1_QL75_UX190_CR0,11,190,281_.jpg","Navigator, The",1924,2030,59,Two spoiled rich people find themselves trapped on an empty passenger ship.,7.5,
7075,0049096,"https://m.media-amazon.com/images/M/MV5BMzI4Y2QwZTUtMTc3ZC00M2VmLWExODMtM2I5YWU5NzUwYzc3XkEyXkFqcGc@._V1_QL75_UX190_CR0,5,190,281_.jpg","Court Jester, The",1956,2031,101,A hapless carnival performer masquerades as the court jester as part of a plot against an evil ruler who has overthrown the rightful King.,7.8,
7076,0062765,"https://m.media-amazon.com/images/M/MV5BYTA0ZjRhNjgtYWNlMC00Y2U4LTg1OGEtMTU4NGM1MTRjZGUyXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Bullitt,1968,248,114,A nonconformist San Francisco cop is determined to find the underworld kingpin who killed the witness under his protection.,7.4,511863
7078,0030287,"https://m.media-amazon.com/images/M/MV5BZGUxZDFiNmUtM2I4Ni00Yjk5LWE3ZmUtZjQ5ZGUyY2JkMmY0XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Jezebel,1938,539,104,"In 1850s Louisiana, a free-spirited Southern belle loses her fiancé due to her stubborn vanity and pride, and vows to win him back.",7.4,1433
7079,0031455,"https://m.media-amazon.com/images/M/MV5BYzM2ZmE3MzctOWRkMC00N2JjLWEyZGYtMjc4MjU2YzlkNDk1XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg","Hunchback of Notre Dame, The",1939,859,116,"In 15th-century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her.",7.8,
7080,0024034,"https://m.media-amazon.com/images/M/MV5BZjY2NDYwNGEtOThiZS00ZWQyLWE5OTAtMTUwMjZlOTQ4ZWFjXkEyXkFqcGc@._V1_QL75_UY281_CR14,0,190,281_.jpg",42nd Street,1933,2032,89,"When the leading lady of a Broadway musical breaks her ankle, she is replaced by a young unknown actress, who becomes the star of the show.",7.3,1800
7082,0056575,"https://m.media-amazon.com/images/M/MV5BMjI4NDIwODI4NF5BMl5BanBnXkFtZTgwMDQ2NjQzMTE@._V1_QL75_UY281_CR0,0,190,281_.jpg",That Touch of Mink,1962,862,99,"A rich businessman and a young woman are attracted to each other, but he only wants an affair while she wants to save herself for marriage.",6.6,
7083,0090110,"https://m.media-amazon.com/images/M/MV5BOTk4ZmYyMjgtMTI2My00ZjgwLWEyMDItZjM5Yjk1ZmI0OWU1XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Sweet Dreams,1985,1572,115,"The story of Patsy Cline, the velvet-voiced country music singer who died in a tragic plane crash at the height of her fame.",7,9085049
7084,0069097,"https://m.media-amazon.com/images/M/MV5BODQ1YWZiMjItYjU2OS00YTYzLWE1MWEtYmM4MzE2YTJiYzUxXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg","Play It Again, Sam",1972,183,85,"A film critic obsessed with Casablanca (1942) seeks to get over his wife leaving him by dating again with the help of a married couple and his illusory idol, Humphrey Bogart.",7.6,15413
7085,0058571,"https://m.media-amazon.com/images/M/MV5BMjE1ODE2MzIzOF5BMl5BanBnXkFtZTgwNzIyNjIzMTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Send Me No Flowers,1964,238,100,"When a hypochondriac believes he is dying, he makes plans for his wife--which she discovers and misunderstands.",6.9,
7086,0030637,"https://m.media-amazon.com/images/M/MV5BNDJjOGE2YjItOWNlYi00MjgzLTllYjYtNzRlOTdlZTIyNmVkXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Pygmalion,1938,1742,89,A phonetics and diction expert makes a bet that he can teach a cockney flower girl to speak proper English and pass as a lady in high society.,7.7,
7087,0087892,"https://m.media-amazon.com/images/M/MV5BMDg5NTFiMGQtZTBhZS00Njc5LWE4NzAtNzVkNzVlNTVlMDExXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg","Passage to India, A",1984,643,164,"Cultural mistrust and false accusations doom a friendship in British colonial India between an Indian doctor, an Englishwoman engaged to marry a city magistrate, and an English educator.",7.3,27201487
7088,0053146,"https://m.media-amazon.com/images/M/MV5BMWI2ZmRhNTItNzhiMC00YWIyLWJmNGItZjNjOTY1MDEyY2VmXkEyXkFqcGc@._V1_QL75_UY281_CR10,0,190,281_.jpg",Black Orpheus (Orfeu Negro),1959,2033,100,"A retelling of the Orpheus and Eurydice myth, set during the time of the Carnaval in Rio de Janeiro.",7.4,
7089,0071129,"https://m.media-amazon.com/images/M/MV5BMDFiMDIwMjQtNGFjYS00YTNiLTk5MjctZDYxMmRiNDUyNDZjXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Amarcord,1973,489,123,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,7.8,197754
7090,0299977,"https://m.media-amazon.com/images/M/MV5BYTlkZWVjYzQtZmI1My00MGM2LTlmZjEtNjU1M2Y1MTRkNmZjXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Hero (Ying xiong),2002,30,107,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",7.9,177395557
7091,0023027,"https://m.media-amazon.com/images/M/MV5BZWM3YjExODMtM2U0Mi00Y2Q5LTk0MjMtMjYzNmIxODUyNDA2XkEyXkFqcGc@._V1_QL75_UX190_CR0,6,190,281_.jpg",Horse Feathers,1932,2034,68,"Quincy Adams Wagstaff, Huxley University's new president, accidentally hires bumblers Baravelli and Pinky to help his school win the big football game against their rival, Darwin University.",7.5,208
7092,0026071,"https://m.media-amazon.com/images/M/MV5BMWY0YTNiNjEtNDc4OC00Njk0LWFjMjYtNmNlYzkxZDM5ZDU5XkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg",Anna Karenina,1935,1769,95,"The married Anna Karenina falls in love with Count Vronsky despite her husband's refusal to grant a divorce, and both must contend with the social repercussions.",7,
7093,0071524,"https://m.media-amazon.com/images/M/MV5BNTAyNjQzZGUtNjRiZi00ZDA2LTgwMWQtZGU1YTc5MmY4MDNhXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg","Front Page, The",1974,535,105,A ruthless editor tries to get his top reporter to cover one more crime story before retirement.,7.3,
7096,0307385,"https://m.media-amazon.com/images/M/MV5BZmNlNTMxNGYtZGNmYy00MjZmLTlhYzUtNTcxNmUwOTMzZDM1XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Rivers and Tides,2001,2035,90,"Portrait of Andy Goldsworthy, an artist whose specialty is ephemeral sculptures made from elements of nature.",7.9,2260544
7099,0087544,"https://m.media-amazon.com/images/M/MV5BODBhMTI3YzMtNTRjYS00OTFkLWJmODUtNjJiNzcwYTVkNDhiXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Nausicaä of the Valley of the Wind (Kaze no tani no Naushika),1984,1194,117,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,8,9012301
7101,0101745,"https://m.media-amazon.com/images/M/MV5BZWQ2NDk0YWQtNGNkMy00Nzc4LTgwMGEtMmFlNDVhZTI2MTEzXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Doc Hollywood,1991,123,104,A young doctor on his way across the country to a job interview crashes his car in a small town and is sentenced to work for several days at the town hospital.,6.3,54830779
7102,0092925,"https://m.media-amazon.com/images/M/MV5BNzZmZDU0NTktNGFkYS00MmFlLTkyYjEtZGM5Njg1NjkyOWM2XkEyXkFqcGc@._V1_QL75_UX190_CR0,7,190,281_.jpg",Dragnet,1987,1712,106,"The equally strait-laced and ""by-the-book"" nephew of Joe Friday must work with his more laid-back partner to solve a mystery.",6,66673516
7103,0100087,"https://m.media-amazon.com/images/M/MV5BZTAzODNjZDktNTg5YS00ZTFmLTliMDEtNTU0YTc5ZTM3ZGQ1XkEyXkFqcGc@._V1_QL75_UX190_CR0,6,190,281_.jpg",Madhouse,1990,1735,90,The luxurious villa of yuppie couple Mark and Jessie Bannister is overrun by loads of uninvited guests who turn the house upside-down and nearly destroy it.,5.4,21036771
7104,0078723,"https://m.media-amazon.com/images/M/MV5BMzMzOTg0YTAtZTAxYy00MGFjLThmNDktZWQ4MjU2ZGYyYzBhXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",1941,1979,359,118,Hysterical Californians prepare for a Japanese invasion in the days after Pearl Harbor.,5.8,92455742
7107,0077578,"https://m.media-amazon.com/images/M/MV5BYWQ3NmEwN2UtMWEwOS00NzRkLTkyNDItMWFhZWI3ZGRhNmNlXkEyXkFqcGc@._V1_QL75_UX190_CR0,4,190,281_.jpg",Foul Play,1978,1492,116,"A San Francisco librarian picks up a hitchhiker whose car has broken down, which leads to her being stalked and hunted by shady individuals. A cop she briefly met during a function eventually comes to her rescue.",6.8,44999621
7108,0108656,"https://m.media-amazon.com/images/M/MV5BMzY1MzE0MDYtY2ViNS00NzhiLWE5OTUtMGIwYTVhODRkMzkzXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Crime Story (Zhong an zu),1993,831,103,"A Special Agent is assigned to protect a wealthy business magnate. However, when the businessman is kidnapped in a daring ambush, he teams up with a seasoned detective to crack the case. But soon he discovers the case isn't that simple.",6.7,3741869
7109,0114086,"https://m.media-amazon.com/images/M/MV5BOTVkODZlNjQtYTkyYS00Mjk1LTkyMGQtNGE3MWZhY2M5ZjBiXkEyXkFqcGc@._V1_QL75_UY281_CR6,0,190,281_.jpg",Beyond the Clouds (Al di là delle nuvole),1996,1365,110,Four stories about short or long relationships between men and women in Italy and France.,6.4,31738
7114,0059043,"https://m.media-amazon.com/images/M/MV5BNDZiYmRiMmEtZDcyOS00ZjU2LTlmNjUtMDMzNGIxYjA0ZjgxXkEyXkFqcGc@._V1_QL75_UX190_CR0,5,190,281_.jpg","Collector, The",1965,539,119,A man kidnaps a woman and holds her hostage just for the pleasure of having her there.,7.5,
7115,0073582,"https://m.media-amazon.com/images/M/MV5BZTU2YzAzM2UtY2U5YS00ZDRlLThlYjYtMTQ5MzE3M2FhMWRkXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Deep Red (Profondo rosso),1975,1317,127,A jazz pianist and a wisecracking journalist are pulled into a complex web of mystery after the former witnesses the brutal murder of a psychic.,7.5,67532
7116,0046911,"https://m.media-amazon.com/images/M/MV5BMDg5OTRmOTgtYzk0ZC00M2E5LWFmNzItMDc5NmNlMDM0MTdmXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Diabolique (Les diaboliques),1955,2036,117,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,8.1,12498
7117,0107387,"https://m.media-amazon.com/images/M/MV5BODg3NmFmOTgtY2I1ZC00NDBkLWEzZGQtYmY2OWIzZjlkZTcxXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Leprechaun,1993,2037,92,"An evil, sadistic Leprechaun goes on a killing rampage in search of his beloved pot of gold.",4.8,8556940
7118,0093207,"https://m.media-amazon.com/images/M/MV5BM2Y5MmM5YTgtZjk4My00ZWY0LTlmOTgtOWVjZmNlNjVhNjU0XkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg",Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa),1987,2038,121,"In an alternative Earth, a young astronaut participates in a controversial fledgling space program.",7.2,60634
7121,0041090,"https://m.media-amazon.com/images/M/MV5BYzAzODQxNTItNDUwOS00MWIwLWE5NjMtZTI2MDU4ZTFlNzg4XkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg",Adam's Rib,1949,528,101,Domestic and professional tensions mount when a husband and wife work as opposing lawyers in a case involving a woman who shot her husband.,7.4,
7122,0060908,"https://m.media-amazon.com/images/M/MV5BOTM4OTk1NTAyN15BMl5BanBnXkFtZTcwMjU2NjE2NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",King of Hearts,1966,2039,102,"During World War I, a British private, sent ahead to a French town to scout for enemy presence, is mistaken for a King by the colorful patients of an insane asylum.",7.3,18130
7123,0102511,"https://m.media-amazon.com/images/M/MV5BYzBkOWM0MTYtN2QwYy00YTg3LWIwNmEtMGRlNDNhN2UyNjU3XkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Naked Lunch,1991,364,115,"After developing an addiction to the substance he uses to kill bugs, an exterminator accidentally kills his wife and becomes involved in a secret government plot being orchestrated by giant bugs in a port town in North Africa.",6.9,2641357
7124,0214730,"https://m.media-amazon.com/images/M/MV5BMTI1MzM5Mjg4NV5BMl5BanBnXkFtZTcwNTE5MjgxMQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",Grass,1999,2040,80,The history of the American government's war on marijuana in the 20th century.,7.2,313039
7125,0156096,"https://m.media-amazon.com/images/M/MV5BMjE3NTcxNDEzOV5BMl5BanBnXkFtZTgwNDIwNDgwMzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Spring Forward,1999,2041,110,An ex convict befriends an elderly coworker as they both try to find meaning in life and forgiveness for their past.,7.5,117471
7127,0102818,"https://m.media-amazon.com/images/M/MV5BMGY1ZGNhNWEtYWVlNy00ZGIxLWI0NWUtNGU0ZTg1MTQ3Yzg5XkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Run,1991,1551,91,"When a law student accidentally kills the son of a mob boss in a fight, he finds himself relentlessly pursued by the mob and the police.",6.2,4409328
7131,0053320,"https://m.media-amazon.com/images/M/MV5BYmEwMzkzODAtYWIzZC00YzVlLWFjZDQtMThlMGRiYzZjMzQ0XkEyXkFqcGc@._V1_QL75_UX190_CR0,1,190,281_.jpg","Summer Place, A",1959,1703,130,A self-made businessman rekindles a romance with a former flame while their two teenage children begin a romance of their own with drastic consequences for both couples.,6.9,21459
7132,0026778,"https://m.media-amazon.com/images/M/MV5BMTYyNjgwMDg4NF5BMl5BanBnXkFtZTgwNTQ5MTM4MTE@._V1_QL75_UY281_CR1,0,190,281_.jpg","Night at the Opera, A",1935,527,96,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,7.8,5933
7134,0087280,"https://m.media-amazon.com/images/M/MV5BNWZhMDE0MzctZDllNC00ZmM1LWJhYTYtZmMwYjRmMDExMGVhXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg","Element of Crime, The (Forbrydelsens Element)",1984,692,104,A cop in a dystopian Europe investigates a serial killings suspect using controversial methods written by his now disgraced former mentor.,6.7,5746
7137,0318374,"https://m.media-amazon.com/images/M/MV5BMjUwMTgyN2UtMGI2OS00NDFjLTk1MjQtYTJmMDQwNGYyYzU1XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Cooler, The",2003,2042,101,"In an old school Las Vegas casino, its top gambling jinx breaks his curse when he falls in love, much to his boss' consternation.",6.9,10464788
7139,0298845,"https://m.media-amazon.com/images/M/MV5BN2M1YTkyNTctMjkyMC00N2Q5LWFjMGEtY2UyZDcyZjZlYzE5XkEyXkFqcGc@._V1_QL75_UY281_CR3,0,190,281_.jpg",In America,2002,357,105,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,7.7,25382911
7141,0342804,"https://m.media-amazon.com/images/M/MV5BMTMyNjM0MTU2Nl5BMl5BanBnXkFtZTcwMjk0MjEzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",My Flesh and Blood,2003,2044,83,"Documentary following Susan Tom of Fairfield, California and her 11 adopted special needs children.",8.3,40573
